Grade,Subject,Unit #,Unit Title,Unit Objective,Skills Tested,Lesson 1 Title,Lesson 1 Bloom,Lesson 2 Title,Lesson 2 Bloom,Lesson 3 Title,Lesson 3 Bloom,Lesson 4 Title,Lesson 4 Bloom,Lesson 5 Title,Lesson 5 Bloom,Lesson 6 Title,Lesson 6 Bloom,Lesson 7 Title,Lesson 7 Bloom,Lesson 8 Title,Lesson 8 Bloom,Lesson 9 Title,Lesson 9 Bloom,Lesson 10 Title,Lesson 10 Bloom,Lesson 11 Title,Lesson 11 Bloom,Lesson 12 Title,Lesson 12 Bloom,Lesson 13 Title,Lesson 13 Bloom,Lesson 14 Title,Lesson 14 Bloom,Lesson 15 Title,Lesson 15 Bloom,Lesson 16 Title,Lesson 16 Bloom,Lesson 17 Title,Lesson 17 Bloom,Lesson 18 Title,Lesson 18 Bloom,Lesson 19 Title,Lesson 19 Bloom,Lesson 20 Title,Lesson 20 Bloom
3,Science,3,Weather Tools & Climate Zones,Identify tools used to track weather and describe global climate zones.,"data collection, tool use, classification",What Are Weather Tools?,Remember,How We Use Weather Tools,Understand,Storytime: Weather Patterns,Understand,Using Thermometers and Rain Gauges,Apply,Partner Share: Favorite Weather Tool,Reflect,Journaling: How Weather Changes,Reflect,Sorting: Weather Tools and Their Uses,Analyze,Visualization: Imagine Using Weather Tools,Apply,Group Discussion: Why Weather Tools Matter,Analyze,Interview: Ask Someone About Weather,Apply,Writing Prompt: What I Learned About Weather Tools,Create,Creating a Climate Zone Map,Create,Partner Challenge: Track Weather at Home,Apply,Experiment: Measuring Temperature,Apply,Reflection Circle: What I Learned About Climate Zones,Reflect,Presentation: My Climate Zone Map,Evaluate,Sorting Game: Match Climate Zones,Analyze,Celebration: Climate Awareness Day,Reflect,Drawing Project: Climate Zones,Create,Experiment: Weather Tracking,Apply
3,Science,4,Properties of Matter,Classify materials based on physical properties.,"observation, measurement, sorting",What Are the Properties of Matter?,Remember,Observing Physical Properties,Understand,Storytime: Different Types of Matter,Understand,Sorting: Materials by Property,Analyze,Partner Share: My Favorite Material,Reflect,Journaling: How Materials Are Different,Reflect,Experiment: Testing Materials,Apply,Visualization: Imagine Different Materials,Apply,Group Discussion: Why Properties Matter,Analyze,Interview: Ask Someone About Materials,Apply,Writing Prompt: What I Learned About Matter,Create,Creating a Property Chart,Create,Sorting Game: Match Materials and Properties,Analyze,Partner Challenge: Find Materials Around Me,Reflect,Role Play: Acting Out Material Properties,Apply,Reflection Circle: What I Learned About Matter,Reflect,Presentation: My Property Chart,Evaluate,Group Project: Build a Material Science Exhibit,Create,Celebration: Matter Day,Reflect,Drawing Project: Materials in My World,Create
3,Science,5,Magnetism & Electricity,Explore forces of attraction and design simple circuits.,"physical science, hands-on testing, cause/effect",What Is Magnetism?,Remember,Properties of Magnets,Understand,Storytime: Magnets and Their Uses,Understand,Experiment: Testing Magnet Strength,Apply,Partner Share: Things That Attract Magnets,Reflect,Journaling: How Magnets Work,Reflect,Sorting: Magnetic and Non-Magnetic Objects,Analyze,Role Play: Acting Out Magnetic Forces,Apply,Creating a Magnet Chart,Create,Visualization: Imagine Magnetism,Apply,Group Discussion: Why Magnets Matter,Analyze,Interview: Ask Someone About Magnetism,Apply,Writing Prompt: My Favorite Magnetic Object,Create,Partner Challenge: Find Magnetic Objects,Apply,Group Project: Build a Simple Magnetic Experiment,Create,Reflection Circle: What I Learned About Magnetism,Reflect,Presentation: My Magnetism Project,Evaluate,Sorting Game: Match Magnetic and Non-Magnetic Items,Analyze,Celebration: Magnetism Day,Reflect,Drawing Project: Magnets in My World,Create
3,Science,6,Sources of Energy,Compare renewable and nonrenewable energy sources.,"energy types, classification, sustainability",What Are Energy Sources?,Remember,Renewable vs. Nonrenewable Energy,Understand,Storytime: Energy Around Us,Understand,Sorting: Types of Energy,Analyze,Partner Share: How We Use Energy,Reflect,Journaling: What I Learned About Energy,Reflect,Experiment: Exploring Energy Sources,Apply,Visualization: Imagine Using Renewable Energy,Apply,Group Discussion: Why Renewable Energy Matters,Analyze,Interview: Ask Someone About Energy Sources,Apply,Writing Prompt: How I Can Save Energy,Create,Partner Challenge: Find Renewable Energy Sources,Apply,Creating an Energy Poster,Create,Reflection Circle: What I Learned About Energy,Reflect,Presentation: My Energy Poster,Evaluate,Sorting Game: Match Energy Types,Analyze,Celebration: Energy Awareness Day,Reflect,Drawing Project: Energy Sources,Create,Experiment: Energy Conservation,Apply,Group Project: Build a Renewable Energy Model,Create
3,Science,7,"Rocks, Soil, & Fossils",Investigate Earth materials and understand fossil formation.,"geology, timelines, composition",What Are Rocks and Soil?,Remember,Types of Rocks and Soil,Understand,Storytime: Fossils and Earth Materials,Understand,Sorting: Different Types of Rocks and Soil,Analyze,Partner Share: My Favorite Rock or Soil,Reflect,Journaling: How Fossils Form,Reflect,Role Play: Fossil Formation,Apply,Visualization: Imagine Life Long Ago,Apply,Creating a Rock and Soil Chart,Create,Group Discussion: Why Rocks and Soil Matter,Analyze,Interview: Ask Someone About Rocks,Apply,Writing Prompt: What I Learned About Fossils,Create,Partner Challenge: Find Rocks and Soil,Apply,Experiment: Making Fossils,Apply,Reflection Circle: What I Learned About Earth Materials,Reflect,Presentation: My Fossil Project,Evaluate,Sorting Game: Match Rocks and Soil,Analyze,Celebration: Earth Materials Day,Reflect,Drawing Project: My Favorite Rock or Fossil,Create,Field Trip: Visit a Rock or Fossil Site,Apply
3,Science,8,Natural Disasters & Preparedness,Study how natural disasters form and how to prepare for them.,"hazard awareness, mapping, civic safety",What Are Natural Disasters?,Remember,Types of Natural Disasters,Understand,Storytime: Natural Disasters and Safety,Understand,Mapping Disaster Areas,Apply,Partner Share: Disaster Safety Tips,Reflect,Journaling: How to Stay Safe,Reflect,Role Play: Disaster Preparedness,Apply,Visualization: Imagine Preparing for a Disaster,Apply,Creating a Disaster Safety Plan,Create,Group Discussion: Why Disaster Preparedness Matters,Analyze,Interview: Ask Someone About Natural Disasters,Apply,Writing Prompt: What I Learned About Disasters,Create,Partner Challenge: Practice Disaster Drills,Apply,Group Project: Plan a Disaster Safety Campaign,Create,Experiment: Emergency Kit Check,Apply,Reflection Circle: What I Learned About Disasters,Reflect,Presentation: My Disaster Safety Plan,Evaluate,Sorting Game: Match Disasters and Safety Measures,Analyze,Celebration: Disaster Preparedness Day,Reflect,Drawing Project: My Disaster Safety Plan,Create
3,Science,9,Planetary Motion & Moons,"Explore how Earth, moon, and sun interact through motion and shadows.","astronomy, orbit, rotation",What Is Planetary Motion?,Remember,How the Moon Moves Around the Earth,Understand,How the Earth Moves Around the Sun,Understand,"Storytime: The Sun, Earth, and Moon",Understand,Observing Shadows and Phases of the Moon,Apply,Partner Share: My Favorite Space Object,Reflect,Journaling: What I Learned About the Moon and Sun,Reflect,Role Play: Acting Out Planetary Motion,Apply,Visualization: Imagine Traveling Through Space,Apply,"Creating a Model of the Earth, Moon, and Sun",Create,Group Discussion: Why Planetary Motion Matters,Analyze,Interview: Ask Someone About Space,Apply,Writing Prompt: My Space Adventure,Create,Partner Challenge: Observe the Moon and Sun,Apply,Group Project: Build a Planetary Motion Model,Create,Reflection Circle: What I Learned About Space,Reflect,Presentation: My Planetary Motion Model,Evaluate,Sorting Game: Match Space Objects and Their Movements,Analyze,Celebration: Space Day,Reflect,Drawing Project: My Favorite Space Scene,Create
3,Science,10,Designing Investigations,Plan and conduct a full-class scientific investigation.,"planning, prediction, testing",What Is a Scientific Investigation?,Remember,Steps to Design an Investigation,Understand,Storytime: Planning a Class Experiment,Understand,Planning Our Investigation,Apply,Partner Share: My Investigation Idea,Reflect,Journaling: What I Expect to Happen,Reflect,Conducting the Investigation,Apply,Recording Data,Apply,Analyzing Results,Analyze,Group Discussion: What We Learned,Analyze,Creating an Investigation Journal,Create,Role Play: Explaining Our Investigation,Apply,Interview: Ask Someone About Their Investigation,Apply,Writing Prompt: What I Learned From Investigating,Create,Partner Challenge: Try the Investigation Again,Apply,Reflection Circle: What I Learned About Investigations,Reflect,Presentation: Our Investigation Journal,Evaluate,Sorting Game: Match Investigation Steps,Analyze,Celebration: Science Investigation Day,Reflect,Drawing Project: Our Investigation,Create
3,Science,11,Engineering Challenges,Design a solution to a problem using engineering principles.,"constraints, testing, iteration",What Is Engineering?,Remember,Identifying Engineering Problems,Understand,Storytime: Engineering Solutions,Understand,Brainstorming Solutions,Apply,Partner Share: My Engineering Idea,Reflect,Journaling: Designing a Solution,Reflect,Creating a Prototype,Apply,Testing and Improving My Design,Apply,Visualization: Imagine My Engineering Project,Apply,Group Discussion: Challenges in Engineering,Analyze,Interview: Ask Someone About Engineering,Apply,Writing Prompt: How I Solved a Problem,Create,Partner Challenge: Improve My Design,Apply,Group Project: Build an Engineering Solution,Create,Reflection Circle: What I Learned About Engineering,Reflect,Presentation: My Engineering Project,Evaluate,Sorting Game: Match Problems and Solutions,Analyze,Celebration: Engineering Challenge Day,Reflect,Drawing Project: My Engineering Design,Create,,
3,Science,12,Science Symposium,Present findings from investigations and reflect on learning.,"communication, summarizing, sharing data",What Is a Science Symposium?,Remember,Storytime: Sharing Our Findings,Understand,Preparing My Presentation,Apply,Partner Share: What I Learned,Reflect,Creating Visual Aids,Create,Journaling: Reflections on My Science Work,Reflect,Role Play: Explaining My Findings,Apply,Group Discussion: Why Sharing Science Matters,Analyze,Presentation Practice,Apply,Interview: Ask Someone About Their Science Work,Apply,Writing Prompt: What I Want to Share,Create,Creating a Presentation Poster,Create,Reflection Circle: What I Learned About Sharing,Reflect,Partner Challenge: Practice Presenting,Apply,Group Project: Organize a Science Symposium,Create,Visualization: Imagine Presenting to an Audience,Apply,Final Presentation Rehearsal,Apply,Sharing My Presentation,Evaluate,Celebration: Science Symposium Day,Reflect,Drawing Project: My Science Presentation,Create
3,SEL,1,Self-Discovery & Identity,Explore what makes you unique and how identity affects behavior.,"self-awareness, reflection, identity","What Makes Me, Me?",Remember,Labels I‚Äôve Been Given‚ÄîDo They Fit?,Understand,"Identity Map: Name, Culture, Interests, Style",Apply,Storytime: Someone Who Learned to Embrace Themselves,Understand,Partner Interview: What Makes You Unique?,Apply,Strengths & Struggles T-Chart,Analyze,Journaling: A Time I Felt Like My Real Self,Reflect,Create a Personal Identity Crest,Create,Role Play: Standing Up for Who You Are,Apply,Identity Gallery Walk,Evaluate,Reflect on What Shapes Us,Analyze,Comparison: How Have I Changed Since Last Year?,Analyze,Write a Poem or Rap: ‚ÄúI Am‚Ä¶‚Äù,Create,Sorting Activity: True Self vs. What Others Expect,Analyze,Drawing: A Place Where I Feel Free to Be Me,Reflect,Partner Share: Still Discovering About You,Reflect,Build a Class ‚ÄúWe Are...‚Äù Word Cloud,Create,Design a Personal Motto or Slogan,Create,Identity Celebration,Reflect,My Growth Plan: Becoming More Me,Reflect
3,SEL,2,Emotional Awareness & Triggers,Recognize emotional reactions and what triggers them.,"emotion identification, cause/effect, regulation",What Are Emotions and Why Do We Have Them?,Remember,Naming Complex Emotions,Understand,What Triggers My Emotions?,Analyze,Storytime: When a Small Thing Felt Big,Understand,Body Signals: What My Feelings Feel Like,Apply,Journaling: When I Lost It... and Why,Reflect,Trigger Tracker,Analyze,Drawing My Emotional Volcano,Create,Partner Share: Stayed Calm (or Didn‚Äôt),Reflect,Build an ‚ÄúEmotional First Aid Kit‚Äù,Create,Self-Talk for Tough Moments,Apply,Calm-Down Menu,Create,Role Play: Responding Instead of Reacting,Apply,Sorting: Thought ‚Üí Feeling ‚Üí Action,Analyze,Writing Prompt: What Sets Me Off,Reflect,"Compare: Same Event, Different Reactions",Analyze,Partner Challenge: Calm Body and Voice,Apply,Create a ‚ÄúKnow My Triggers‚Äù Card,Create,Emotion Vocabulary Wall Expansion,Create,Celebration: I Know My Emotions,Reflect
3,SEL,3,Setting Personal Goals,Set short- and long-term goals and track progress.,"planning, self-monitoring, motivation",What Is a Goal?,Remember,Why Do Goals Matter?,Understand,Types of Goals,Understand,Storytime: Someone Who Didn‚Äôt Give Up,Understand,My Strengths & Challenges T-Chart,Analyze,Set One Small Goal for This Week,Apply,Journaling: Something I Want to Improve,Reflect,Build a Goal Ladder,Create,Partner Goal-Setting Interview,Apply,Visualization Practice,Apply,Create a SMART Goal Poster,Create,Weekly Goal Tracker,Apply,What Gets in the Way? (Obstacles Map),Analyze,Role Play: Encouraging a Friend,Apply,Writing Prompt: I Reached a Goal Once When‚Ä¶,Reflect,Design a Personal Progress Chart,Create,Group Challenge: Set a Class Goal,Apply,Reflection Circle: What Did We Learn?,Reflect,Share a Mini ‚ÄúBefore and After‚Äù Story,Evaluate,Celebrate Goals Reached,Reflect
3,SEL,4,Making Responsible Decisions,Use values and consequences to make thoughtful choices.,"decision-making, foresight, problem solving",What Is a Responsible Decision?,Remember,Needs vs. Wants,Understand,Values Check,Analyze,Storytime: A Tough Choice With Consequences,Understand,Sorting: Impulse vs. Thoughtful Response,Analyze,‚ÄúWhat If?‚Äù Scenarios,Apply,Drawing the Ripple Effect,Create,Partner Practice: Pause ‚Üí Think ‚Üí Choose,Apply,Class Brainstorm: What Makes a Choice Hard?,Analyze,Create a Decision Tree Poster,Create,Role Play: Choosing Between Right and Easy,Apply,Problem-Solving Steps Activity,Understand,Reflection Journal: One Decision I Regret,Reflect,Small Group Challenge: Class Dilemma,Apply,Personal Decision Code,Create,‚ÄúAdvice Column‚Äù Activity,Evaluate,Partner Share: A Time I Was Proud,Reflect,Design a Decision-Making Superpower Badge,Create,Review Game: Smart or Slippery?,Evaluate,Celebration Circle: Our Wisest Moments,Reflect
3,SEL,5,Cooperation & Group Work,Collaborate effectively and resolve disagreements respectfully.,"teamwork, leadership, inclusion",What Is Cooperation?,Remember,Why Is Teamwork Sometimes Hard?,Understand,The 3 Cs of Teamwork,Understand,Storytime: A Team That Fell Apart,Understand,Role Play: Talking and Listening in a Group,Apply,Sorting: Helpful vs. Unhelpful Group Behaviors,Analyze,Partner Challenge: Build Something Together,Apply,Create a ‚ÄúTeam Tools‚Äù Toolbox,Create,Conflict in a Group? Now What?,Analyze,Group Job Cards,Apply,Drawing: What I Bring to a Team,Reflect,Group Project: Solve a Fun Challenge,Apply,Feedback Practice: Kind Suggestions,Apply,Design a ‚ÄúWe Work Well When‚Ä¶‚Äù Poster,Create,Mid-Project Check-In & Reflection,Reflect,Group Presentation Day,Evaluate,Partner Interview: Who‚Äôs a Great Teammate?,Reflect,Build a Class Constitution,Create,Review Game: Teamwork Trivia Relay,Apply,Circle Reflection: Strongest Collaboration,Reflect
3,SEL,6,Handling Peer Pressure,Recognize peer influence and stand up for what's right.,"assertiveness, values, boundary setting",What Is Peer Pressure?,Remember,Positive vs. Negative Pressure,Understand,Why Is It Hard to Say ‚ÄúNo‚Äù?,Understand,Storytime: A Kid Who Went Along,Understand,Sorting: Stand Tall or Go Along?,Analyze,Role Play: Friends Want You to Break a Rule,Apply,Body Signals: What Peer Pressure Feels Like,Apply,Partner Practice: ‚ÄúNo Thanks‚Äù and Other Responses,Apply,Create a ‚ÄúPressure Plan‚Äù,Create,Reflecting on a Time I Felt Pressured,Reflect,Circle Talk: What Helps You Speak Up?,Reflect,Peer Pressure Comic Strip,Create,Design a ‚ÄúPower of No‚Äù Badge,Create,Scenario Practice: What Would You Say?,Apply,Group Discussion: Is It Okay to Walk Away?,Analyze,‚ÄúStay True‚Äù Mantra Writing,Create,Partner Interview: Who Helps You Choose Well?,Reflect,Self-Talk for Sticky Situations,Apply,Review Game: Pressure or Not?,Analyze,Class Celebration: Brave Choice Awards,Reflect
3,SEL,7,Empathy in Action,"Show care through listening, sharing, and supporting others.","empathy, compassion, perspective-taking",What Is Empathy (And What Isn‚Äôt)?,Remember,Storytime: A Character Who Really Listened,Understand,Why We Care: The Science of Mirror Feelings,Understand,Walk in Their Shoes: Partner Scenarios,Apply,Drawing: A Time I Could Have Shown More Care,Reflect,Journaling: When Someone Understood Me,Reflect,Role Play: ‚ÄúI Hear You‚Äù ‚Äì Practicing Compassionate Listening,Apply,Sorting: Empathy vs. Sympathy,Analyze,Compliment Chain: What I Appreciate About You,Apply,Build an ‚ÄúEmpathy Toolkit‚Äù,Create,Create a Comic Strip: A Friend in Need,Create,Partner Practice: Reflecting and Responding Kindly,Apply,Interview a Classmate: Feeling Understood,Reflect,Write a ‚ÄúThank You for Listening‚Äù Note,Create,Perspective-Taking Game,Analyze,Class Project: ‚ÄúKindness Shoutouts‚Äù Wall,Create,Group Activity: Catching Empathy in Action,Apply,Self-Reflection: One Way I Can Show Up Better,Reflect,Celebration: Our Class ‚ÄúEmpathy in Action‚Äù Awards,Evaluate,Poster Design: ‚ÄúEmpathy Looks Like‚Ä¶‚Äù,Create
3,SEL,8,Managing Stress & Frustration,Use strategies to stay calm and focused under pressure.,"stress response, mindfulness, calming strategies",What Is Stress?,Remember,When I Feel Frustrated...,Understand,Storytime: A Character Who Lost Control,Understand,Sorting: Everyday Problems vs. Stressful Situations,Analyze,Body Scan Activity,Apply,Journaling: A Time I Felt Overwhelmed,Reflect,Breathing Techniques,Apply,Mindful Movement,Apply,Create a ‚ÄúChill Checklist‚Äù,Create,Drawing: What Stress Feels Like,Reflect,Partner Talk: What Helps You Calm Down?,Reflect,Self-Talk Practice,Apply,Calming Strategies Matching Game,Analyze,Role Play: From Frustrated to Focused,Apply,Make a Calming Kit,Create,Compare & Reflect,Reflect,Goal Setting: Calm Response,Create,Celebration: Calm Down Champions,Reflect,Mindfulness Practice,Apply,Poster Design: ‚ÄúMy Go-To Calm Down Tools‚Äù,Create
3,SEL,9,Healthy Friendships,"Build and maintain trust, respect, and fun in relationships.","relationship building, honesty, boundaries",What Makes a Friendship Healthy?,Remember,"Trust, Respect, and Fun: The Friendship Triangle",Understand,Storytime: A Friendship Fixed,Understand,Sorting: Healthy vs. Unhealthy Traits,Analyze,Partner Share: What I Like in a Friend,Reflect,"Drawing: A Safe, Supportive Friend",Reflect,Role Play: Setting Boundaries Kindly,Apply,Compliment Practice,Apply,Communication Challenge,Apply,Friendship Playlist,Create,Write a Friendship Contract,Create,Interview a Classmate,Apply,Journaling: One Time I Was a True Friend,Reflect,Create a ‚ÄúFriendship Recipe‚Äù Poster,Create,Kindness Tracker,Apply,Circle Talk: Hard Friendship Moments,Reflect,Story Rewrite: Fix a Conflict,Create,Group Activity: Find the Friendship Fix,Analyze,Friendship Toolkit Project,Create,Class Celebration: Friendship Showcase,Reflect
3,SEL,10,Conflict Resolution,Use ìIî statements and compromise to resolve issues.,"communication, emotional regulation, compromise",What Is a Conflict?,Remember,Why Conflicts Happen,Understand,"3 Steps: Calm Down, Speak Up, Work It Out",Understand,Storytime: Compromise in Action,Understand,‚ÄúI Feel‚Äù + ‚ÄúI Need‚Äù Sentence Practice,Apply,Role Play: Talking It Out,Apply,Partner Practice: Listening Without Interrupting,Apply,Sorting: Reaction or Resolution?,Analyze,Drawing: Conflict Then & Now,Reflect,Creating a Peace Plan,Create,Group Activity: Mediation Circle,Apply,What‚Äôs Fair? Compromise Challenge,Analyze,Journaling: Solved a Conflict,Reflect,Sentence Sort: Blame vs. Responsibility,Analyze,Class Discussion: Is Apologizing Weak?,Reflect,Poster Project: ‚ÄúWe Solve It By‚Ä¶‚Äù,Create,Partner Challenge: Fix a Fictional Conflict,Apply,Scenario Game: ‚ÄúWhat Would You Do?‚Äù,Analyze,Celebration: Class Resolution Agreement,Create,Reflection Circle: Growth as Peacemakers,Reflect
3,SEL,11,Mindfulness & Focus,"Practice being present, listening deeply, and reducing distractions.","mindfulness, concentration, listening",What Is Mindfulness?,Remember,Why Focus Is a Superpower,Understand,Mindful vs. Mindless: Spot It,Analyze,Storytime: A Character Who Noticed,Understand,Breathing Focus: One Minute Stillness,Apply,Body Scan: Head to Toe,Apply,Guided Visualization,Apply,Create a ‚ÄúMindfulness Menu‚Äù,Create,Drawing: Where I Feel Calm,Reflect,Partner Practice: Silent Listening,Apply,Anchor Phrases,Apply,Mindfulness Journaling,Reflect,Tech Timeout: Be Present,Apply,Sorting: Focus Helpers vs. Hurdles,Analyze,Write a Focus Plan,Create,Reflection Circle,Reflect,Build a ‚ÄúMindfulness Corner‚Äù,Create,Group Game: Focus Builder,Apply,Partner Share: Tried a Mindful Habit,Reflect,5-Minute Mindful Focus Sit,Evaluate
3,SEL,12,Reflecting on Growth,Celebrate achievements and reflect on areas for growth.,"self-assessment, gratitude, goal setting",What Is Personal Growth?,Remember,Looking Back: What Did I Learn?,Understand,Reflection Journal: Highs & Lows,Reflect,Class Timeline: Year in Review,Create,Partner Share: Proud Moments,Reflect,Growth Portrait: Then vs. Now,Create,Storytime: A Character Who Grew,Understand,Goal Tracker Review,Analyze,Compliment Circle,Apply,Design a Growth Badge,Create,Group Activity: Rewrite a Mistake,Analyze,Thank You Letters,Create,‚ÄúThis Year I‚Ä¶‚Äù Poem,Create,Celebration Plan,Apply,Gratitude Jar,Reflect,One Word for Next Year,Create,Partner Interview,Reflect,Growth Goals,Create,Reflection Circle: Our Legacy,Reflect,Final Showcase: ‚ÄúHere‚Äôs Who I Became‚Äù,Evaluate
3,Social Studies,1,Communities & Geography,Explore types of communities and how geography influences them.,"mapping, categorization, comparison",What Is a Community?,Remember,"Types of Communities: Urban, Suburban, Rural",Understand,Map Reading Basics,Understand,Storytime: How Geography Shapes a Community,Understand,Partner Talk: Describe Your Community,Apply,Categorizing Local Places,Analyze,Creating a Community Map,Create,Comparing Communities,Analyze,Role Play: Community Helpers,Apply,Drawing: My Neighborhood,Create,Journaling: What I Like About My Community,Reflect,Class Discussion: How Geography Affects Us,Analyze,Mapping Activity: Our Local Area,Apply,Community Symbols: What They Mean,Understand,Partner Interview: Who Helps in Your Community?,Apply,Group Project: Build a Community Model,Create,Reflection: Why Do Communities Matter?,Reflect,Comparison: Urban vs. Rural Life,Analyze,Presentation: My Community Map,Evaluate,Celebration: Community Day,Reflect
3,Social Studies,2,Early U.S. History & Settlements,Learn about early Native American and colonial settlements.,"historical thinking, timelines, cultural context",Who Were the First People Here?,Remember,Native American Tribes and Cultures,Understand,Storytime: Life in a Native American Village,Understand,Early European Explorers and Settlers,Understand,Timeline Activity: Key Events,Apply,Mapping Early Settlements,Apply,Comparing Native and Colonial Life,Analyze,Partner Share: Stories From My Family,Reflect,Role Play: A Day in the Life of a Settler,Apply,Journaling: What I Learned About Early Settlements,Reflect,Discussion: How Settlements Changed the Land,Analyze,Creating a Timeline Poster,Create,Interview: Ask a Family Member About Local History,Apply,Sorting: Then and Now,Analyze,Group Project: Recreating a Settlement Model,Create,Reflection Circle: Why History Matters,Reflect,Writing Prompt: If I Lived Back ThenÖ,Create,Map Quiz: Settlements and Tribes,Evaluate,Presentation: My Settlement Model,Evaluate,Celebration: History Day,Reflect
3,Social Studies,3,Understanding Government,Understand the roles of government and why we need laws.,"civics, structure, responsibility",What Is Government?,Remember,Types of Government,Understand,Why Do We Need Laws?,Understand,Storytime: How Laws Keep Us Safe,Understand,Sorting: Rules vs. Laws,Analyze,Role Play: Following Rules in Different Situations,Apply,Creating a Classroom Constitution,Create,Journaling: How Rules Help Me,Reflect,Partner Share: What Happens When Rules Are Broken,Reflect,Group Discussion: What Makes a Good Leader?,Analyze,Visualizing Government Roles,Apply,Interview: Who Makes Rules in My Community?,Apply,Sorting: Fair vs. Unfair Laws,Analyze,Writing Prompt: If I Were a Mayor,Create,Create a ìLaw Bookî for Our Class,Create,Role Play: Being a Good Citizen,Apply,Reflection Circle: Why Government Matters,Reflect,Group Project: Build a Mini Government Model,Create,Presentation: My Government Model,Evaluate,Celebration: Citizenship Day,Reflect
3,Social Studies,4,Civic Rights & Responsibilities,Identify rights of citizens and responsibilities in a democracy.,"rights, rules, participation",What Are My Rights as a Citizen?,Remember,What Responsibilities Come With Rights?,Understand,Storytime: A Character Who Helped Their Community,Understand,Sorting: Rights vs. Responsibilities,Analyze,Role Play: Practicing Responsible Citizenship,Apply,Journaling: What I Can Do to Help My Community,Reflect,Partner Share: How I Help Others,Reflect,Group Discussion: Why Rules Matter,Analyze,Creating a Rights and Responsibilities Poster,Create,Visualizing Fairness and Justice,Apply,Interview: Who Helps Protect Our Rights,Apply,Sorting: Good vs. Bad Citizen Behavior,Analyze,Writing Prompt: What Being a Good Citizen Means,Create,Role Play: Solving Problems Respectfully,Apply,Reflection Circle: Why Citizenship Is Important,Reflect,Group Project: Community Helpers,Create,Presentation: My Role as a Citizen,Evaluate,Class Charter: Our Rights and Responsibilities,Create,Debate: Can Rights and Responsibilities Conflict?,Analyze,Celebration: Citizenship Recognition Day,Reflect
3,Social Studies,5,Economics in Daily Life,"Understand basic concepts of needs, wants, goods, and services.","decision-making, scarcity, value",What Are Needs and Wants?,Remember,Goods vs. Services: Whatís the Difference?,Understand,Storytime: A Family Budget and Choices,Understand,"Sorting: Needs, Wants, and Extras",Analyze,Role Play: Making Smart Choices,Apply,Journaling: When I Chose Wisely,Reflect,Group Discussion: What Makes Something Valuable,Analyze,Create a Needs and Wants Poster,Create,Partner Share: How I Help My Family Budget,Reflect,Drawing: Goods and Services in My Community,Create,Visualization: What Happens When We Donít Plan,Apply,Sorting Game: Scarcity Situations,Analyze,Writing Prompt: What I Value Most,Reflect,Partner Interview: How Do People Decide What to Buy?,Apply,Group Activity: Build a Market Stall,Create,Role Play: Bartering and Trading,Apply,Reflection Circle: Why We Make Certain Choices,Reflect,Poster Project: ìSmart Spendingî,Create,Presentation: My Market Stall,Evaluate,Celebration: Economics in Action,Reflect
3,Social Studies,6,"Producers, Consumers & Trade",Describe how goods move from producers to consumers.,"economics, supply chain, exchange",Who Are Producers and Consumers?,Remember,The Journey of a Product: From Maker to Buyer,Understand,Storytime: A Farmerís Market,Understand,"Sorting: Producers, Consumers, and Middlemen",Analyze,Role Play: Buying and Selling Goods,Apply,Journaling: A Time I Bought Something and Why,Reflect,Mapping the Supply Chain,Create,Group Discussion: Why Trade Is Important,Analyze,Creating a Trade Flow Chart,Create,Partner Share: What I Like to Buy,Reflect,Drawing: A Productís Journey,Create,Visualization: How Goods Move Around,Apply,"Sorting: Needs, Wants, and Trade",Analyze,Writing Prompt: What Would Happen If There Was No Trade?,Reflect,Partner Interview: How Do People Decide What to Buy?,Apply,Group Project: Build a Mini Marketplace,Create,Role Play: Negotiating Prices,Apply,Reflection Circle: How Trade Affects Us,Reflect,Presentation: Our Marketplace Model,Evaluate,Celebration: Trade Fair,Reflect
3,Social Studies,7,Timelines & Historical Sources,Use primary sources and timelines to explore the past.,"sequence, evidence, artifacts",What Are Primary Sources?,Remember,Timeline Basics: Understanding Sequencing,Understand,Storytime: A Primary Source Discovery,Understand,Creating a Simple Timeline,Apply,Partner Share: A Family Story Told Through Time,Reflect,Sorting: Fact or Fiction?,Analyze,Artifact Investigation: What Can We Learn?,Analyze,Drawing: My Timeline of Important Events,Create,Group Project: Create a Class Timeline,Create,Journaling: Why Timelines Help Us Understand History,Reflect,Role Play: Interviewing Elders,Apply,Map Activity: Locate Events on a Timeline,Apply,Reflection Circle: How Stories Change Over Time,Reflect,Writing Prompt: Whatís My Favorite Historical Event?,Create,Presentation Practice: Share Your Timeline,Apply,Class Debate: Which Event Was Most Important?,Evaluate,Build a Timeline Mobile,Create,Interview: Ask a Grandparent About History,Apply,Sorting: Cause and Effect,Analyze,Celebration: History Timeline Showcase,Reflect
